Status,DT,Ent.DT,Trn DT,Due Date,Ref.No.,S-AC,S-AC Name,A/C Code,Unit,Unit Name,Doc.No.,REMARKS,Instruction No.,Cont.No.,Clrng doc.,Clrng DT,2nd Sub-Account,Items,Curr,Trans. Amt.,Dom. Amt.,Material Code,Tx,Quantity,Quantity Unit,rate,SAP DocEntry
CTRL ACCT,H1,20231218,20231218,20231229,CLS CLIENTS,S434V,CLS CORPORATION,14112,CG12,LFS3,100011645,CHRISTMAS GIFTS,,GIFTS,,,,1,USD,355.1,"19,814.64",,,0.0,,55.8,
SUCCESS,H1,20231218,20231218,20231229,CLS CLIENTS,S434V,CLS CORPORATION,33323,CG12,LFS3,100011645,CHRISTMAS GIFTS,,GIFTS,,,,2,USD,-355.1,"-19,814.64",,False,0.0,,55.8,
CTRL ACCT,H1,20231219,20231219,20231219,MIGS NW12M23,MW350,MARUBENI CORPORATION -,14112,HB02,ADMI,100011664,migs nw 12m2023,,MCMB,,,,1,PHP,"3,175.10","3,175.10",,,0.0,,,
SUCCESS,H1,20231219,20231219,20231219,MIGS NW12M23,MW350,MARUBENI CORPORATION -,33323,HB02,ADMI,100011664,migs nw 12m2023,,MCMB,,,,2,PHP,"-2,834.91","-2,834.91",,True,0.0,,,
CTRL ACCT,H1,20231219,20231219,20231219,MIGS NW12M23,MW350,MARUBENI CORPORATION -,14112,HB02,ADMI,100011665,migs nw 12m2023,,LRT2,,,,1,PHP,"3,175.10","3,175.10",,,0.0,,,
SUCCESS,H1,20231219,20231219,20231219,MIGS NW12M23,MW350,MARUBENI CORPORATION -,33323,HB02,ADMI,100011665,migs nw 12m2023,,LRT2,,,,2,PHP,"-2,834.91","-2,834.91",,True,0.0,,,
CTRL ACCT,H1,20231219,20231219,20231219,MIGS NW12M23,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100011666,migs nw 12m2023,,100011666,100011670.0,20231219.0,,1,PHP,"12,700.40","12,700.40",,,0.0,,,
SUCCESS,H1,20231219,20231219,20231219,MIGS NW12M23,4Q04P,MCNK JV CORPORATION,33323,HB02,ADMI,100011666,migs nw 12m2023,,100011666,,,,2,PHP,"-11,339.64","-11,339.64",,True,0.0,,,
CTRL ACCT,H1,20231219,20231219,20231219,GUESTWIFI12M,MW350,MARUBENI CORPORATION -,14112,HB02,ADMI,100011667,GUESTWIFI 12m2023,,MCMB,,,,1,PHP,592.21,592.21,,,0.0,,,
SUCCESS,H1,20231219,20231219,20231219,GUESTWIFI12M,MW350,MARUBENI CORPORATION -,33323,HB02,ADMI,100011667,GUESTWIFI 12m2023,,MCMB,,,,2,PHP,-528.76,-528.76,,True,0.0,,,
CTRL ACCT,H1,20231219,20231219,20231219,GUESTWIFI12M,MW350,MARUBENI CORPORATION -,14112,HB02,ADMI,100011668,GUESTWIFI 12m2023,,LRT2,,,,1,PHP,"4,145.48","4,145.48",,,0.0,,,
SUCCESS,H1,20231219,20231219,20231219,GUESTWIFI12M,MW350,MARUBENI CORPORATION -,33323,HB02,ADMI,100011668,GUESTWIFI 12m2023,,LRT2,,,,2,PHP,"-3,701.32","-3,701.32",,True,0.0,,,
CTRL ACCT,H1,20231219,20231219,20231219,GUESTWIFI12M,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100011669,GUESTWIFI 12m2023,,100011669,,,,1,PHP,"1,184.42","1,184.42",,,0.0,,,
